repo,tool,n_all_tp,n_all_fp,n_all_fn,n_imp_tp,n_imp_fp,n_imp_fn,n_impT_tp,n_impT_fp,n_impT_fn,v_all_tp,v_all_fp,v_all_fn,v_imp_tp,v_imp_fp,v_imp_fn,v_impT_tp,v_impT_fp,v_impT_fn,fp_test,fp_otherOS,fp_direct_unused,fp_indirect_unused,fp_gosum_only
Gituser143__cryptgo,cdxgen,26,0,157,26,0,0,26,0,0,26,0,157,26,0,0,26,0,0,0,0,0,0,0
Gituser143__cryptgo,cyclonedx-gomod,27,0,156,26,1,0,26,1,0,27,0,156,26,1,0,26,1,0,0,1,0,0,0
GoogleCloudPlatform__gcloud-golang,syft,185,143,11,31,297,0,47,281,0,74,343,122,31,386,0,47,370,0,16,0,0,2,279
GoogleCloudPlatform__gcloud-golang,trivy,174,134,22,31,277,0,47,261,0,58,323,138,31,350,0,47,334,0,16,0,0,2,259
GoogleCloudPlatform__gcloud-golang,cdxgen,64,47,132,31,80,0,47,64,0,51,109,145,31,129,0,47,113,0,16,0,0,0,64
GoogleCloudPlatform__gcloud-golang,cyclonedx-gomod,30,0,166,30,0,1,30,0,17,30,0,166,30,0,1,30,0,17,0,0,0,0,0
GuilhermeCaruso__anko,syft,4,1,10,3,2,0,3,2,0,4,2,10,3,3,0,3,3,0,0,0,0,1,1
GuilhermeCaruso__anko,trivy,14,2,0,3,13,0,3,13,0,14,3,0,3,14,0,3,14,0,0,0,0,1,12
GuilhermeCaruso__anko,cdxgen,3,0,11,3,0,0,3,0,0,3,0,11,3,0,0,3,0,0,0,0,0,0,0
GuilhermeCaruso__anko,cyclonedx-gomod,3,0,11,3,0,0,3,0,0,3,0,11,3,0,0,3,0,0,0,0,0,0,0
GuilhermeCaruso__mooncake,syft,5,0,5,4,1,0,4,1,0,5,0,5,4,1,0,4,1,0,0,0,0,0,1
GuilhermeCaruso__mooncake,trivy,4,0,6,4,0,0,4,0,0,4,0,6,4,0,0,4,0,0,0,0,0,0,0
GuilhermeCaruso__mooncake,cdxgen,4,0,6,4,0,0,4,0,0,4,0,6,4,0,0,4,0,0,0,0,0,0,0
GuilhermeCaruso__mooncake,cyclonedx-gomod,4,0,6,4,0,0,4,0,0,4,0,6,4,0,0,4,0,0,0,0,0,0,0
Guitarbum722__align,syft,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
Guitarbum722__align,trivy,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
Guitarbum722__align,cdxgen,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
Guitarbum722__align,cyclonedx-gomod,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
HDT3213__rdb,syft,12,0,6,7,5,0,7,5,0,12,0,6,7,5,0,7,5,0,0,0,0,1,4
HDT3213__rdb,trivy,8,0,10,7,1,0,7,1,0,8,0,10,7,1,0,7,1,0,0,0,0,1,0
HDT3213__rdb,cdxgen,7,0,11,7,0,0,7,0,0,7,0,11,7,0,0,7,0,0,0,0,0,0,0
HDT3213__rdb,cyclonedx-gomod,8,0,10,7,1,0,7,1,0,8,0,10,7,1,0,7,1,0,0,0,0,1,0
Haraj-backend__hex-monscape,syft,28,0,25,16,12,0,20,8,0,28,0,25,16,12,0,20,8,0,4,0,0,2,6
Haraj-backend__hex-monscape,trivy,22,0,31,16,6,0,20,2,0,22,0,31,16,6,0,20,2,0,4,0,0,2,0
Haraj-backend__hex-monscape,cdxgen,16,0,37,16,0,0,16,0,4,16,0,37,16,0,0,16,0,4,0,0,0,0,0
Haraj-backend__hex-monscape,cyclonedx-gomod,16,0,37,16,0,0,16,0,4,16,0,37,16,0,0,16,0,4,0,0,0,0,0
HazelnutParadise__insyra,syft,177,0,272,125,52,0,131,46,0,177,0,272,125,52,0,131,46,0,6,3,0,6,37
HazelnutParadise__insyra,trivy,140,0,309,125,15,0,131,9,0,140,0,309,125,15,0,131,9,0,6,3,0,6,0
HazelnutParadise__insyra,cdxgen,125,0,324,125,0,0,125,0,6,125,0,324,125,0,0,125,0,6,0,0,0,0,0
HazelnutParadise__insyra,cyclonedx-gomod,126,0,323,118,8,7,118,8,13,126,0,323,118,8,7,118,8,13,0,2,0,6,0
Henry-Sarabia__igdb,syft,5,0,0,4,1,0,4,1,0,5,0,0,4,1,0,4,1,0,0,0,1,0,0
Henry-Sarabia__igdb,trivy,5,0,0,4,1,0,4,1,0,5,0,0,4,1,0,4,1,0,0,0,1,0,0
Henry-Sarabia__igdb,cdxgen,4,0,1,4,0,0,4,0,0,4,0,1,4,0,0,4,0,0,0,0,0,0,0
Henry-Sarabia__igdb,cyclonedx-gomod,4,0,1,4,0,0,4,0,0,4,0,1,4,0,0,4,0,0,0,0,0,0,0
Henry-Sarabia__sliceconv,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Henry-Sarabia__sliceconv,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Henry-Sarabia__sliceconv,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Henry-Sarabia__sliceconv,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Hossiy21__razify,syft,8,0,4,6,2,0,6,2,0,8,0,4,6,2,0,6,2,0,0,1,1,0,0
Hossiy21__razify,trivy,8,0,4,6,2,0,6,2,0,8,0,4,6,2,0,6,2,0,0,1,1,0,0
Hossiy21__razify,cdxgen,6,0,6,6,0,0,6,0,0,6,0,6,6,0,0,6,0,0,0,0,0,0,0
Hossiy21__razify,cyclonedx-gomod,7,0,5,6,1,0,6,1,0,7,0,5,6,1,0,6,1,0,0,1,0,0,0
HugoSmits86__nativewebp,syft,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
HugoSmits86__nativewebp,trivy,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
HugoSmits86__nativewebp,cdxgen,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
HugoSmits86__nativewebp,cyclonedx-gomod,1,0,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0
Humpheh__goboy,syft,17,0,11,8,9,0,12,5,0,17,0,11,8,9,0,12,5,0,4,1,0,3,1
Humpheh__goboy,trivy,16,0,12,8,8,0,12,4,0,16,0,12,8,8,0,12,4,0,4,1,0,3,0
Humpheh__goboy,cdxgen,8,0,20,8,0,0,8,0,4,8,0,20,8,0,0,8,0,4,0,0,0,0,0
Humpheh__goboy,cyclonedx-gomod,12,0,16,8,4,0,8,4,4,12,0,16,8,4,0,8,4,4,0,1,0,3,0
ITcathyh__conexec,syft,2,0,0,1,1,0,2,0,0,2,0,0,1,1,0,2,0,0,1,0,0,0,0
ITcathyh__conexec,trivy,2,0,0,1,1,0,2,0,0,2,0,0,1,1,0,2,0,0,1,0,0,0,0
ITcathyh__conexec,cdxgen,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
ITcathyh__conexec,cyclonedx-gomod,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
Jacobbrewer1__patcher,syft,0,35,0,6,29,0,6,29,0,0,35,0,6,29,0,6,29,0,0,0,1,28,0
Jacobbrewer1__patcher,trivy,0,35,0,6,29,0,6,29,0,0,35,0,6,29,0,6,29,0,0,0,1,28,0
Jacobbrewer1__patcher,cdxgen,0,35,0,6,29,0,6,29,0,0,35,0,6,29,0,6,29,0,0,0,1,28,0
Jacobbrewer1__patcher,cyclonedx-gomod,0,35,0,6,29,0,6,29,0,0,35,0,6,29,0,6,29,0,0,0,1,28,0
Jagerente__gocfg,syft,6,0,1,1,5,0,5,1,0,6,0,1,1,5,0,5,1,0,4,0,0,0,1
Jagerente__gocfg,trivy,7,0,0,1,6,0,5,2,0,7,0,0,1,6,0,5,2,0,4,0,0,0,2
Jagerente__gocfg,cdxgen,1,0,6,1,0,0,1,0,4,1,0,6,1,0,0,1,0,4,0,0,0,0,0
Jagerente__gocfg,cyclonedx-gomod,1,0,6,1,0,0,1,0,4,1,0,6,1,0,0,1,0,4,0,0,0,0,0
JohannesKaufmann__html-to-markdown,syft,20,0,9,15,5,0,15,5,0,20,0,9,15,5,0,15,5,0,0,0,0,0,5
JohannesKaufmann__html-to-markdown,trivy,15,0,14,15,0,0,15,0,0,15,0,14,15,0,0,15,0,0,0,0,0,0,0
JohannesKaufmann__html-to-markdown,cdxgen,15,0,14,15,0,0,15,0,0,15,0,14,15,0,0,15,0,0,0,0,0,0,0
JohannesKaufmann__html-to-markdown,cyclonedx-gomod,15,0,14,15,0,0,15,0,0,15,0,14,15,0,0,15,0,0,0,0,0,0,0
JoshuaDoes__gofuckyourself,syft,1,0,3,1,0,0,1,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0
JoshuaDoes__gofuckyourself,trivy,1,0,3,1,0,0,1,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0
JoshuaDoes__gofuckyourself,cdxgen,1,0,3,1,0,0,1,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0
JoshuaDoes__gofuckyourself,cyclonedx-gomod,1,0,3,1,0,0,1,0,0,1,0,3,1,0,0,1,0,0,0,0,0,0,0
Kachit__appstore-sdk-go,syft,8,0,1,2,6,0,7,1,0,8,0,1,2,6,0,7,1,0,5,0,0,0,1
Kachit__appstore-sdk-go,trivy,9,0,0,2,7,0,7,2,0,9,0,0,2,7,0,7,2,0,5,0,0,0,2
Kachit__appstore-sdk-go,cdxgen,2,0,7,2,0,0,2,0,5,2,0,7,2,0,0,2,0,5,0,0,0,0,0
Kachit__appstore-sdk-go,cyclonedx-gomod,2,0,7,2,0,0,2,0,5,2,0,7,2,0,0,2,0,5,0,0,0,0,0
Kachit__gorm-seeder,syft,29,0,38,3,26,0,19,10,0,29,0,38,3,26,0,19,10,0,16,0,0,0,10
Kachit__gorm-seeder,trivy,67,0,0,3,64,0,19,48,0,67,0,0,3,64,0,19,48,0,16,0,0,0,48
Kachit__gorm-seeder,cdxgen,3,0,64,3,0,0,3,0,16,3,0,64,3,0,0,3,0,16,0,0,0,0,0
Kachit__gorm-seeder,cyclonedx-gomod,3,0,64,3,0,0,3,0,16,3,0,64,3,0,0,3,0,16,0,0,0,0,0
Knuspii__CrunchyCleaner,syft,6,0,9,3,3,0,3,3,0,6,0,9,3,3,0,3,3,0,0,2,0,1,0
Knuspii__CrunchyCleaner,trivy,6,0,9,3,3,0,3,3,0,6,0,9,3,3,0,3,3,0,0,2,0,1,0
Knuspii__CrunchyCleaner,cdxgen,3,0,12,3,0,0,3,0,0,3,0,12,3,0,0,3,0,0,0,0,0,0,0
Knuspii__CrunchyCleaner,cyclonedx-gomod,6,0,9,3,3,0,3,3,0,6,0,9,3,3,0,3,3,0,0,2,0,1,0
Konstantin8105__c4go,syft,8,0,0,4,4,0,8,0,0,8,0,0,4,4,0,8,0,0,4,0,0,0,0
Konstantin8105__c4go,trivy,8,0,0,4,4,0,8,0,0,8,0,0,4,4,0,8,0,0,4,0,0,0,0
Konstantin8105__c4go,cdxgen,8,0,0,4,4,0,8,0,0,8,0,0,4,4,0,8,0,0,4,0,0,0,0
Konstantin8105__c4go,cyclonedx-gomod,4,0,4,4,0,0,4,0,4,4,0,4,4,0,0,4,0,4,0,0,0,0,0
KusionStack__kusion,syft,396,0,409,325,71,0,334,62,0,396,0,409,325,71,0,334,62,0,9,3,0,13,46
KusionStack__kusion,trivy,350,0,455,325,25,0,334,16,0,350,0,455,325,25,0,334,16,0,9,3,0,13,0
KusionStack__kusion,cdxgen,325,0,480,325,0,0,325,0,9,325,0,480,325,0,0,325,0,9,0,0,0,0,0
KusionStack__kusion,cyclonedx-gomod,332,0,473,322,10,3,322,10,12,332,0,473,322,10,3,322,10,12,0,3,0,7,0
Lifailon__lazyjournal,syft,11,0,9,10,1,0,10,1,0,11,0,9,10,1,0,10,1,0,0,0,0,0,1
Lifailon__lazyjournal,trivy,10,0,10,10,0,0,10,0,0,10,0,10,10,0,0,10,0,0,0,0,0,0,0
Lifailon__lazyjournal,cdxgen,10,0,10,10,0,0,10,0,0,10,0,10,10,0,0,10,0,0,0,0,0,0,0
Lifailon__lazyjournal,cyclonedx-gomod,10,0,10,10,0,0,10,0,0,10,0,10,10,0,0,10,0,0,0,0,0,0,0
MUlt1mate__protoc-gen-httpgo,syft,9,75,1,2,82,0,3,81,0,3,92,7,2,93,0,3,92,0,1,0,0,0,81
MUlt1mate__protoc-gen-httpgo,trivy,9,57,1,2,64,0,3,63,0,4,70,6,2,72,0,3,71,0,1,0,0,0,63
MUlt1mate__protoc-gen-httpgo,cdxgen,8,44,2,2,50,0,3,49,0,2,57,8,2,57,0,2,57,1,1,0,0,0,49
MUlt1mate__protoc-gen-httpgo,cyclonedx-gomod,2,0,8,2,0,0,2,0,1,2,0,8,2,0,0,2,0,1,0,0,0,0,0
MarvinJWendt__testza,syft,19,0,9,16,3,0,16,3,0,19,0,9,16,3,0,16,3,0,0,0,0,0,3
MarvinJWendt__testza,trivy,16,0,12,16,0,0,16,0,0,16,0,12,16,0,0,16,0,0,0,0,0,0,0
MarvinJWendt__testza,cdxgen,16,0,12,16,0,0,16,0,0,16,0,12,16,0,0,16,0,0,0,0,0,0,0
MarvinJWendt__testza,cyclonedx-gomod,16,0,12,16,0,0,16,0,0,16,0,12,16,0,0,16,0,0,0,0,0,0,0
Masterminds__squirrel,syft,5,7,0,2,10,0,5,7,0,5,8,0,2,11,0,5,8,0,3,0,0,0,7
Masterminds__squirrel,trivy,5,14,0,2,17,0,5,14,0,5,15,0,2,18,0,5,15,0,3,0,0,0,14
Masterminds__squirrel,cdxgen,2,0,3,2,0,0,2,0,3,2,0,3,2,0,0,2,0,3,0,0,0,0,0
Masterminds__squirrel,cyclonedx-gomod,2,0,3,2,0,0,2,0,3,2,0,3,2,0,0,2,0,3,0,0,0,0,0
MatProGo-dev__MatProInterface.go,syft,2,0,16,2,0,0,2,0,0,2,0,16,2,0,0,2,0,0,0,0,0,0,0
MatProGo-dev__MatProInterface.go,trivy,2,0,16,2,0,0,2,0,0,2,0,16,2,0,0,2,0,0,0,0,0,0,0
MatProGo-dev__MatProInterface.go,cdxgen,2,0,16,2,0,0,2,0,0,2,0,16,2,0,0,2,0,0,0,0,0,0,0
MatProGo-dev__MatProInterface.go,cyclonedx-gomod,2,0,16,2,0,0,2,0,0,2,0,16,2,0,0,2,0,0,0,0,0,0,0
MaxHalford__eaopt,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
MaxHalford__eaopt,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
MaxHalford__eaopt,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
MaxHalford__eaopt,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
Melkeydev__go-blueprint,syft,22,0,11,20,2,0,20,2,0,22,0,11,20,2,0,20,2,0,0,2,0,0,0
Melkeydev__go-blueprint,trivy,22,0,11,20,2,0,20,2,0,22,0,11,20,2,0,20,2,0,0,2,0,0,0
Melkeydev__go-blueprint,cdxgen,20,0,13,20,0,0,20,0,0,20,0,13,20,0,0,20,0,0,0,0,0,0,0
Melkeydev__go-blueprint,cyclonedx-gomod,22,0,11,20,2,0,20,2,0,22,0,11,20,2,0,20,2,0,0,2,0,0,0
MonaxGT__gomalshare,syft,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MonaxGT__gomalshare,trivy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MonaxGT__gomalshare,cdxgen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MonaxGT__gomalshare,cyclonedx-gomod,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MonaxGT__parsefields,syft,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
MonaxGT__parsefields,trivy,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
MonaxGT__parsefields,cdxgen,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
MonaxGT__parsefields,cyclonedx-gomod,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0
MordaTeam__go-config,syft,101,0,130,20,81,0,61,40,0,101,0,130,20,81,0,61,40,0,41,0,0,8,32
MordaTeam__go-config,trivy,69,0,162,20,49,0,61,8,0,69,0,162,20,49,0,61,8,0,41,0,0,8,0
MordaTeam__go-config,cdxgen,20,0,211,20,0,0,20,0,41,20,0,211,20,0,0,20,0,41,0,0,0,0,0
MordaTeam__go-config,cyclonedx-gomod,21,0,210,20,1,0,20,1,41,21,0,210,20,1,0,20,1,41,0,0,0,1,0
Mutasem-mk4__gspy,syft,32,0,23,17,15,0,17,15,0,32,0,23,17,15,0,17,15,0,0,3,0,1,11
Mutasem-mk4__gspy,trivy,21,0,34,17,4,0,17,4,0,21,0,34,17,4,0,17,4,0,0,3,0,1,0
Mutasem-mk4__gspy,cdxgen,17,0,38,17,0,0,17,0,0,17,0,38,17,0,0,17,0,0,0,0,0,0,0
Mutasem-mk4__gspy,cyclonedx-gomod,20,0,35,17,3,0,17,3,0,20,0,35,17,3,0,17,3,0,0,3,0,0,0
Mutasem-mk4__procscope,syft,69,0,32,50,19,0,50,19,0,69,0,32,50,19,0,50,19,0,0,1,0,0,18
Mutasem-mk4__procscope,trivy,51,0,50,50,1,0,50,1,0,51,0,50,50,1,0,50,1,0,0,1,0,0,0
Mutasem-mk4__procscope,cdxgen,51,0,50,50,1,0,50,1,0,51,0,50,50,1,0,50,1,0,0,1,0,0,0
Mutasem-mk4__procscope,cyclonedx-gomod,51,0,50,50,1,0,50,1,0,51,0,50,50,1,0,50,1,0,0,1,0,0,0
NdoleStudio__go-otelroundtripper,syft,21,0,2,7,14,0,16,5,0,21,0,2,7,14,0,16,5,0,9,0,0,0,5
NdoleStudio__go-otelroundtripper,trivy,16,0,7,7,9,0,16,0,0,16,0,7,7,9,0,16,0,0,9,0,0,0,0
NdoleStudio__go-otelroundtripper,cdxgen,7,0,16,7,0,0,7,0,9,7,0,16,7,0,0,7,0,9,0,0,0,0,0
NdoleStudio__go-otelroundtripper,cyclonedx-gomod,7,0,16,7,0,0,7,0,9,7,0,16,7,0,0,7,0,9,0,0,0,0,0
Netflix__chaosmonkey,syft,29,0,8,22,7,0,22,7,0,28,1,9,22,7,0,22,7,0,0,0,0,7,0
Netflix__chaosmonkey,trivy,29,0,8,22,7,0,22,7,0,28,1,9,22,7,0,22,7,0,0,0,0,7,0
Netflix__chaosmonkey,cdxgen,29,0,8,22,7,0,22,7,0,28,1,9,22,7,0,22,7,0,0,0,0,7,0
Netflix__chaosmonkey,cyclonedx-gomod,NA
NodePassProject__nodepass,syft,17,0,9,12,5,0,12,5,0,17,0,9,12,5,0,12,5,0,0,0,0,0,5
NodePassProject__nodepass,trivy,12,0,14,12,0,0,12,0,0,12,0,14,12,0,0,12,0,0,0,0,0,0,0
NodePassProject__nodepass,cdxgen,12,0,14,12,0,0,12,0,0,12,0,14,12,0,0,12,0,0,0,0,0,0,0
NodePassProject__nodepass,cyclonedx-gomod,12,0,14,12,0,0,12,0,0,12,0,14,12,0,0,12,0,0,0,0,0,0,0
Noooste__azuretls-client,syft,41,0,91,21,20,0,24,17,0,41,0,91,21,20,0,24,17,0,3,0,0,2,15
Noooste__azuretls-client,trivy,26,0,106,21,5,0,24,2,0,26,0,106,21,5,0,24,2,0,3,0,0,2,0
Noooste__azuretls-client,cdxgen,21,0,111,21,0,0,21,0,3,21,0,111,21,0,0,21,0,3,0,0,0,0,0
Noooste__azuretls-client,cyclonedx-gomod,21,0,111,21,0,0,21,0,3,21,0,111,21,0,0,21,0,3,0,0,0,0,0
OTA-Insight__bqwriter,syft,43,0,159,35,8,0,35,8,0,43,0,159,35,8,0,35,8,0,0,0,0,8,0
OTA-Insight__bqwriter,trivy,43,0,159,35,8,0,35,8,0,43,0,159,35,8,0,35,8,0,0,0,0,8,0
OTA-Insight__bqwriter,cdxgen,35,0,167,35,0,0,35,0,0,35,0,167,35,0,0,35,0,0,0,0,0,0,0
OTA-Insight__bqwriter,cyclonedx-gomod,42,0,160,35,7,0,35,7,0,42,0,160,35,7,0,35,7,0,0,0,0,7,0
OldPanda__bloomfilter,syft,6,0,14,2,4,0,2,4,0,6,0,14,2,4,0,2,4,0,0,0,0,0,4
OldPanda__bloomfilter,trivy,20,0,0,2,18,0,2,18,0,20,0,0,2,18,0,2,18,0,0,0,0,0,18
OldPanda__bloomfilter,cdxgen,2,0,18,2,0,0,2,0,0,2,0,18,2,0,0,2,0,0,0,0,0,0,0
OldPanda__bloomfilter,cyclonedx-gomod,2,0,18,2,0,0,2,0,0,2,0,18,2,0,0,2,0,0,0,0,0,0,0
Oudwins__zog,syft,8,0,4,5,3,0,6,2,0,8,0,4,5,3,0,6,2,0,1,0,0,0,2
Oudwins__zog,trivy,6,0,6,5,1,0,6,0,0,6,0,6,5,1,0,6,0,0,1,0,0,0,0
Oudwins__zog,cdxgen,5,0,7,5,0,0,5,0,1,5,0,7,5,0,0,5,0,1,0,0,0,0,0
Oudwins__zog,cyclonedx-gomod,5,0,7,5,0,0,5,0,1,5,0,7,5,0,0,5,0,1,0,0,0,0,0
PIMPfiction__govader_backend,syft,18,0,13,12,6,0,16,2,0,18,0,13,12,6,0,16,2,0,4,0,0,0,2
PIMPfiction__govader_backend,trivy,16,0,15,12,4,0,16,0,0,16,0,15,12,4,0,16,0,0,4,0,0,0,0
PIMPfiction__govader_backend,cdxgen,12,0,19,12,0,0,12,0,4,12,0,19,12,0,0,12,0,4,0,0,0,0,0
PIMPfiction__govader_backend,cyclonedx-gomod,12,0,19,12,0,0,12,0,4,12,0,19,12,0,0,12,0,4,0,0,0,0,0
PaddleHQ__go-aws-ssm,syft,7,0,4,3,4,0,3,4,0,7,0,4,3,4,0,3,4,0,0,0,0,1,3
PaddleHQ__go-aws-ssm,trivy,4,0,7,3,1,0,3,1,0,4,0,7,3,1,0,3,1,0,0,0,0,1,0
PaddleHQ__go-aws-ssm,cdxgen,3,0,8,3,0,0,3,0,0,3,0,8,3,0,0,3,0,0,0,0,0,0,0
PaddleHQ__go-aws-ssm,cyclonedx-gomod,3,0,8,3,0,0,3,0,0,3,0,8,3,0,0,3,0,0,0,0,0,0,0
PaesslerAG__gval,syft,2,0,0,1,1,0,2,0,0,2,0,0,1,1,0,2,0,0,1,0,0,0,0
PaesslerAG__gval,trivy,2,0,0,1,1,0,2,0,0,2,0,0,1,1,0,2,0,0,1,0,0,0,0
PaesslerAG__gval,cdxgen,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
PaesslerAG__gval,cyclonedx-gomod,1,0,1,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0
PerimeterX__envite,syft,56,0,18,34,22,0,37,19,0,56,0,18,34,22,0,37,19,0,3,2,0,0,17
PerimeterX__envite,trivy,39,0,35,34,5,0,37,2,0,39,0,35,34,5,0,37,2,0,3,2,0,0,0
PerimeterX__envite,cdxgen,34,0,40,34,0,0,34,0,3,34,0,40,34,0,0,34,0,3,0,0,0,0,0
PerimeterX__envite,cyclonedx-gomod,36,0,38,34,2,0,34,2,3,36,0,38,34,2,0,34,2,3,0,2,0,0,0
PerimeterX__marshmallow,syft,4,0,1,2,2,0,4,0,0,4,0,1,2,2,0,4,0,0,2,0,0,0,0
PerimeterX__marshmallow,trivy,4,0,1,2,2,0,4,0,0,4,0,1,2,2,0,4,0,0,2,0,0,0,0
PerimeterX__marshmallow,cdxgen,2,0,3,2,0,0,2,0,2,2,0,3,2,0,0,2,0,2,0,0,0,0,0
PerimeterX__marshmallow,cyclonedx-gomod,2,0,3,2,0,0,2,0,2,2,0,3,2,0,0,2,0,2,0,0,0,0,0
Pixboost__transformimgs,syft,3,2,0,3,2,0,3,2,0,3,2,0,3,2,0,3,2,0,0,0,0,0,2
Pixboost__transformimgs,trivy,3,2,0,3,2,0,3,2,0,3,2,0,3,2,0,3,2,0,0,0,0,0,2
Pixboost__transformimgs,cdxgen,3,1,0,3,1,0,3,1,0,3,1,0,3,1,0,3,1,0,0,0,0,0,1
Pixboost__transformimgs,cyclonedx-gomod,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0
PuerkitoBio__goquery,syft,2,0,4,2,0,0,2,0,0,2,0,4,2,0,0,2,0,0,0,0,0,0,0
PuerkitoBio__goquery,trivy,2,0,4,2,0,0,2,0,0,2,0,4,2,0,0,2,0,0,0,0,0,0,0
PuerkitoBio__goquery,cdxgen,2,0,4,2,0,0,2,0,0,2,0,4,2,0,0,2,0,0,0,0,0,0,0
PuerkitoBio__goquery,cyclonedx-gomod,2,0,4,2,0,0,2,0,0,2,0,4,2,0,0,2,0,0,0,0,0,0,0
Qntfy__kazaam,syft,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0
Qntfy__kazaam,trivy,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0
Qntfy__kazaam,cdxgen,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0
Qntfy__kazaam,cyclonedx-gomod,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,2,0,0,0,0,0,0,0
RibbonFilter__ribbonGo,syft,4,0,0,2,2,0,2,2,0,4,0,0,2,2,0,2,2,0,0,0,0,1,1
RibbonFilter__ribbonGo,trivy,3,0,1,2,1,0,2,1,0,3,0,1,2,1,0,2,1,0,0,0,0,1,0
RibbonFilter__ribbonGo,cdxgen,2,0,2,2,0,0,2,0,0,2,0,2,2,0,0,2,0,0,0,0,0,0,0
RibbonFilter__ribbonGo,cyclonedx-gomod,3,0,1,2,1,0,2,1,0,3,0,1,2,1,0,2,1,0,0,0,0,1,0
RichardKnop__go-fixtures,syft,9,0,1,1,8,0,6,3,0,9,0,1,1,8,0,6,3,0,5,0,0,2,1
RichardKnop__go-fixtures,trivy,10,0,0,1,9,0,6,4,0,10,0,0,1,9,0,6,4,0,5,0,0,2,2
RichardKnop__go-fixtures,cdxgen,1,0,9,1,0,0,1,0,5,1,0,9,1,0,0,1,0,5,0,0,0,0,0
RichardKnop__go-fixtures,cyclonedx-gomod,1,0,9,1,0,0,1,0,5,1,0,9,1,0,0,1,0,5,0,0,0,0,0
RichardKnop__jsonhal,syft,4,0,0,1,3,0,4,0,0,4,0,0,1,3,0,4,0,0,3,0,0,0,0
RichardKnop__jsonhal,trivy,4,0,0,1,3,0,4,0,0,4,0,0,1,3,0,4,0,0,3,0,0,0,0
RichardKnop__jsonhal,cdxgen,1,0,3,1,0,0,1,0,3,1,0,3,1,0,0,1,0,3,0,0,0,0,0
RichardKnop__jsonhal,cyclonedx-gomod,1,0,3,1,0,0,1,0,3,1,0,3,1,0,0,1,0,3,0,0,0,0,0
RichardKnop__machinery,syft,67,20,51,46,41,0,50,37,0,66,33,52,46,53,0,50,49,0,4,0,0,5,32
RichardKnop__machinery,trivy,57,19,61,46,30,0,50,26,0,56,30,62,46,40,0,50,36,0,4,0,0,5,21
